Actions
176
152
281
346
826
1
585
823
83
39
917
64
1
1
1
267
832
616
121
1
1
647
60
341
928
1
1
1
913
384
979
774
1
1
1
1
1
361
1
227
1
1
954
1
1
1
1
1
1
564
1
1
1
1
1
1
1
782
286
106
107
581
318
1
1
19
1
1
1
1
571
424
1
1
1
1
561
881
1
229
619
1
1
1
1
433
1
1
1
1
71
1
919
805
1
113
1
1
754
1
125
618
1
1
1
1
773
968
336
1
821
800
1
797
1
1
1
787
1
86
691
1
372
1
1
1
1
1
263
636
1
761
979
1
1
783
1
1
1
1
1
1
553
1
1
1
1
64
408
1
1
1
1
1
1
1
129
1
1
1
1
1
1
1
1
1
723
1
1
1
1
1
884
1
1
1
1
1
1
654
1
393
1
1
1
139
1
1
1
365
1
385
1
264
896
14
1
617
323
1
1
1
1
1
1
557
1
1
692
1
834
1
279
1
1
1
1
1
1
461
1
1
417
1
1
1
1
1
1
1
504
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
473
1
1
1
1
139
1
1
1
1
1
1
1
1
1
521
132
1
727
1
1
1
41
1
1
39
487
758
1
1
1
412
1
1
938
1
730
1
1
1
1
541
1
19
1
1
42
1
1
1
1
1
1
1
1
1
1
802
424
1
1
1
1
483
1
1
1
801
1
1
1
1
1
1
1
659
1
1
1
1
1
1
1
1
1
1
1
601
1
1
824
1
1
1
1
143
1
1
1
1
1
1
1
1
1
1
209
1
1
1
1
1
1
1
1
1
761
554
1
1
1
1
1
1
1
279
446
1
304
1
770
1
1
1
636
1
1
292
613
681
1
1
1
1
1
289
799
1
1
1
1
1
1
1
1
237
76
449
1
1
1
1
822
1
1
1
1
297
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
316
1
1
1
1
1
1
1
1
644
489
992
467
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
486
1
1
1
1
1
270
185
207
1
1
1
270
1
137
780
1
1
741
126
366
1
38
1
522
1
1
1
640
1
1
33
1
1
1
1
1
1
768
1
112
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
322
1
1
1
1
543
1
1
372
470
406
1
1
1
1
1
1
1
1
1
459
1
1
1
1
1
1
1
1
1
1
1
1
1
1
433
1
167
1
98
573
560
1
1
1
1
756
1
1
111
1
1
1
966
1
1
1
1
945
1
1
1
1
1
1
1
1
1
1
1
1
1
44
1
1
1
1
1
1
1
1
897
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
385
757
472
1
1
1
1
1
1
1
1
320
1
1
1
1
1
1
1
1
1
21
1
1
1
1
1
1
1
1
1
109
1
1
179
398
887
605
463
1
1
429
1
1
1
46
1
1
1
1
1
315
265
1
239
629
1
1
1
115
1
17
1
1
94
1
1
1
1
1
1
1
805
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
391
1
504
1
175
1
1
1
1
1
1
1
1
1
1
390
1
1
1
1
1
771
1
646
1
157
1
1
1
1
1
557
997
1
1
1
1
836
1
785
1
926
744
1
1
1
1
384
1
1
1
1
865
811
120
1
1
1
1
671
1
1
1
1
1
1
1
1
1
1
110
1
1
1
147
1
1
1
1
1
608
1
1
1
1
1
1
1
1
406
1
1
954
1
1
1
1
1
1
1
1
722
996
1
1
1
1
1
1
1
366
592
1
15
1
1
397
1
127
1
1
573
287
1
1
1
668
24
1
420
1
560
1
1
552
83
1
1
1
432
1
605
1
1
921
778
579
1
473
1
1
1
312
492
1
1
1
546
460
1
74
785
1
43
159
1
805
251
1
1
1
516
1
1
1
836
1
916
1
1
1
1
1
8
1
556
1
1
1
88
636
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
773
1
860
1
577
53
1
1
1
1
1
1
1
1
739
1
530
1
295
878
470
1
572
1
1
1
1
1
129
1
97
1
1
1
255
1
1
359
498
1
619
1
231
1
1
1
1
282
215
947
1
218
44
1
36
1
1
1
1
1
1
1
1
875
1
1
156
1
505
738
1
1
1
1
1
1
1
1
1
1
1
1
180
1
1
1
1
1
1
1
302
1
1
32
1
1
301
1
1
1
820
715
1
1
1
921
1
1
1
1
1
1
9
394
1
1
1
412
398
506
1
1
1
1
216
955
1
783
1
1
470
307
1
185
1
2
1
1
1
135
1
305
1
1
1
1
232
1
221
1
1
1
1
1
513
1
1
1
1
910
1
1
1
399
502
763
1
1
1
1
1
1
1
1
982
1
1
1
1
1
1
1
1
477
1
1
1
111
1
1
1
1
1
1
790
1
1
379
1
