actions
454
431
190
6
580
562
841
987
5
291
251
435
825
310
794
720
136
457
305
414
252
817
860
554
238
793
390
180
767
136
896
289
201
825
726
144
158
788
917
337
126
52
296
418
287
866
514
512
673
69
728
69
442
287
321
49
292
958
239
461
30
929
857
110
799
498
696
181
350
213
537
238
387
312
976
133
116
816
589
470
603
535
131
583
390
95
684
263
607
965
238
865
905
581
467
564
35
334
54
153
432
231
145
249
464
22
507
472
712
551
930
665
67
381
452
408
877
970
356
126
72
608
403
10
24
250
103
845
993
293
340
905
805
404
967
176
665
201
268
759
829
706
625
381
932
556
955
718
887
966
502
254
740
157
614
266
375
28
414
267
371
853
892
529
884
437
435
61
885
665
73
226
520
164
853
707
329
644
324
939
910
83
884
43
618
274
151
593
248
500
895
876
741
599
998
745
373
506
152
589
782
960
597
808
591
959
154
761
561
309
645
32
171
758
829
385
833
544
581
133
444
408
553
207
255
839
472
281
344
113
902
830
82
961
776
719
883
359
755
937
464
941
221
179
468
245
842
820
666
272
645
388
14
509
879
890
120
256
551
702
783
403
350
230
200
785
507
178
943
923
12
816
627
768
474
325
114
443
813
564
174
243
112
997
818
809
158
878
614
884
2
595
619
509
928
514
607
619
405
788
448
543
8
190
685
736
176
737
807
302
136
441
156
198
790
534
260
639
466
972
779
569
771
938
838
944
177
717
9
964
908
428
976
638
384
183
908
713
585
976
999
92
33
928
88
787
95
889
81
543
343
799
818
389
254
856
574
801
999
507
226
882
935
457
901
749
379
877
483
100
1
447
40
643
580
837
781
982
301
640
181
578
870
489
835
799
841
269
306
633
679
576
419
642
753
461
354
56
342
56
445
592
261
593
886
775
653
756
893
626
40
396
613
682
44
709
84
275
518
76
587
103
536
228
718
137
862
572
405
978
621
32
578
325
84
582
26
698
293
552
758
629
806
342
136
675
646
34
724
549
10
336
923
400
493
753
130
573
120
988
844
98
272
588
498
437
105
46
918
628
406
296
4
969
144
916
660
202
447
29
276
4
314
792
376
652
456
459
514
785
5
528
99
466
262
148
874
171
478
4
884
372
939
521
681
229
191
815
687
327
94
778
134
71
380
104
689
209
186
749
4
578
799
110
719
780
369
605
277
8
172
948
585
53
130
899
878
769
714
732
795
275
450
711
718
321
916
141
591
90
36
940
885
773
5
782
651
828
555
835
283
356
811
868
459
720
734
960
169
552
119
428
733
227
541
488
649
22
602
451
948
70
844
324
868
939
92
97
647
458
261
840
390
408
370
465
789
644
699
888
14
369
13
313
11
35
323
53
965
139
623
276
570
410
311
114
940
378
978
862
929
503
718
197
10
272
464
123
508
187
456
537
67
952
558
709
469
198
685
752
61
787
432
488
652
364
255
470
267
150
691
93
602
355
241
233
140
127
312
612
51
515
325
454
391
382
91
896
711
433
922
466
997
846
63
763
148
423
240
265
497
61
869
101
874
603
83
399
627
73
759
22
637
899
729
64
657
235
532
340
668
309
733
11
526
145
668
587
136
672
160
921
874
325
516
308
709
400
860
42
96
963
555
355
771
95
886
463
501
206
755
139
259
642
184
579
421
670
321
63
109
697
47
822
53
18
319
804
485
369
454
873
429
438
509
628
332
378
310
450
312
476
829
782
169
351
448
61
472
649
67
287
989
105
237
933
619
307
233
495
985
138
411
998
163
140
375
926
688
301
363
184
619
481
437
15
167
16
426
431
123
92
927
908
102
738
992
103
824
701
651
384
507
986
631
661
761
598
757
576
727
401
39
136
231
297
315
595
275
813
976
141
861
219
913
764
982
650
424
62
528
261
231
711
113
627
636
629
538
161
364
858
811
394
414
114
506
585
938
21
348
193
183
676
392
328
889
175
298
132
947
552
29
555
616
503
437
943
877
945
166
255
291
531
511
274
541
941
664
800
234
543
760
339
204
691
482
261
896
833
546
458
865
894
401
494
6
198
789
78
204
196
861
352
667
625
808
228
848
803
625
483
148
273
736
98
292
376
912
805
933
334
765
763
301
72
63
507
580
738
924
479
433
193
665
760
417
463
367
644
805
513
717
778
436
31
190
617
497
693
873
240
900
941
351
316
838
118
539
75
93
932
282
834
801
282
45
446
674
453
511
276
917
553
768
31
754
549
948
61
563
158
677
668
80
302
456
602
798
676
